name,t,x,y,z,vx,vy,vz,E,L
Jupiter,1.07222e+09,5.09194e+11,-5.73153e+11,0,9890.08,8522.92,0,-1.97701e+35,3.14144e+43
Saturn,1.07222e+09,8.5452e+11,1.16201e+12,0,-7721.99,5825,0,-1.97701e+35,3.14144e+43
Uranus,1.07222e+09,-2.36872e+12,1.57624e+12,0,-3751.24,-5730.19,0,-1.97701e+35,3.14144e+43
Neptune,1.07222e+09,1.21204e+12,4.31978e+12,0,-5255.5,1449.85,0,-1.97701e+35,3.14144e+43
Sun,1.1353e+09,7.58097e+08,1.7331e+10,0,5.47226,3.38871,0,-1.97701e+35,3.14144e+43
Mercury,1.1353e+09,-3.38899e+10,6.11556e+10,0,-37994.1,-31069,0,-1.97701e+35,3.14144e+43
Venus,1.1353e+09,-8.81076e+10,-4.40553e+10,0,19919.9,-28863.5,0,-1.97701e+35,3.14144e+43
Earth,1.1353e+09,1.46577e+11,-1.61316e+10,0,6673.55,29051.8,0,-1.97701e+35,3.14144e+43
Moon,1.1353e+09,1.46281e+11,-1.59071e+10,0,6051.79,28200.9,0,-1.97701e+35,3.14144e+43
Mars,1.1353e+09,-8.49278e+08,2.44294e+11,0,-24177,-276.548,0,-1.97701e+35,3.14144e+43
Jupiter,1.1353e+09,7.64709e+11,1.69923e+11,0,-2556.11,12805.4,0,-1.97701e+35,3.14144e+43
Saturn,1.1353e+09,3.05962e+11,1.41639e+12,0,-9407.52,2124.22,0,-1.97701e+35,3.14144e+43
Uranus,1.1353e+09,-2.57701e+12,1.1982e+12,0,-2840.5,-6234.4,0,-1.97701e+35,3.14144e+43
Neptune,1.1353e+09,8.77307e+11,4.39839e+12,0,-5353.56,1041.67,0,-1.97701e+35,3.14144e+43
Sun,1.19837e+09,1.45144e+09,1.77931e+10,0,14.8045,12.7935,0,-1.97701e+35,3.14144e+43
Mercury,1.19837e+09,5.52006e+10,-3.49074e+09,0,17840.3,43967.3,0,-1.97701e+35,3.14144e+43
Venus,1.19837e+09,6.58755e+10,-6.90567e+10,0,28161.9,20861.7,0,-1.97701e+35,3.14144e+43
Earth,1.19837e+09,1.46843e+11,-1.74774e+10,0,7031.38,28976,0,-1.97701e+35,3.14144e+43
Moon,1.19837e+09,1.46523e+11,-1.76762e+10,0,7576.21,28091.3,0,-1.97701e+35,3.14144e+43
Mars,1.19837e+09,-9.61267e+10,2.22238e+11,0,-21811.1,-10510.5,0,-1.97701e+35,3.14144e+43
Jupiter,1.19837e+09,2.43393e+11,7.57785e+11,0,-12406.4,4064.45,0,-1.97701e+35,3.14144e+43
Saturn,1.19837e+09,-2.96692e+11,1.42267e+12,0,-9415.28,-1922.62,0,-1.97701e+35,3.14144e+43
Uranus,1.19837e+09,-2.72563e+12,7.92844e+11,0,-1863.04,-6594.45,0,-1.97701e+35,3.14144e+43
Neptune,1.19837e+09,5.37384e+11,4.45103e+12,0,-5420.03,626.62,0,-1.97701e+35,3.14144e+43
Sun,1.26144e+09,2.36253e+09,1.90466e+10,0,11.7481,26.1717,0,-1.97701e+35,3.14144e+43
Mercury,1.26144e+09,-5.2859e+10,1.42521e+10,0,4174.64,-49265.3,0,-1.97701e+35,3.14144e+43
Venus,1.26144e+09,8.71675e+10,8.6141e+10,0,-21734.3,27485.5,0,-1.97701e+35,3.14144e+43
Earth,1.26144e+09,1.47291e+11,-1.80421e+10,0,7384.73,28887.4,0,-1.97701e+35,3.14144e+43
Moon,1.26144e+09,1.47344e+11,-1.84163e+10,0,8402.34,29056,0,-1.97701e+35,3.14144e+43
Mars,1.26144e+09,-1.72684e+11,1.62287e+11,0,-15305.6,-18798.4,0,-1.97701e+35,3.14144e+43
Jupiter,1.26144e+09,-5.24186e+11,5.92104e+11,0,-9615,-8816.71,0,-1.97701e+35,3.14144e+43
Saturn,1.26144e+09,-8.46692e+11,1.18157e+12,0,-7767.39,-5605.37,0,-1.97701e+35,3.14144e+43
Uranus,1.26144e+09,-2.81109e+12,3.69569e+11,0,-841.6,-6801.42,0,-1.97701e+35,3.14144e+43
Neptune,1.26144e+09,1.94277e+11,4.47734e+12,0,-5454.45,207.17,0,-1.97701e+35,3.14144e+43
Sun,1.32451e+09,2.7167e+09,2.09178e+10,0,-1.16231,30.7647,0,-1.97701e+35,3.14144e+43
Mercury,1.32451e+09,5.23671e+10,5.03307e+10,0,-24678.2,40636.4,0,-1.97701e+35,3.14144e+43
